Link,Abstract,Author Keywords,Index Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150194636&doi=10.1186%2fs40536-023-00153-z&partnerID=40&md5=1b19e7959d332d201e4d7c7f2cc01ce8","While gender differences in mathematical competencies favoring boys are well researched for school and late Kindergarten age, much less is known about their earlier development. Using data from the NEPS Newborn Cohort study, this paper focuses on 4 year-old children and the effects of the numerical and literacy stimulation during mother–child interactions they received at age 2. After controlling for different domain-specific stimulations, structural characteristics of the children’s home learning environment, parental views, important child characteristics, and general educational processes between mother and child, empirical analyses showed small but statistically significant gender differences in mathematical competencies favoring girls. Early domain-specific stimulation in mother–child interactions at age 2 did not offer a good explanation for this math advantage of girls over boys at age 4. Nonetheless, even when 2 year-old girls received numerical stimulation quite similar to that of boys, there was some evidence that girls received a higher input in terms of literacy stimulation, and this is related to the small advantage of girls in mathematical competencies at age 4. © 2023, The Author(s).","Domain-specific stimulation; Early mother–child interactions; Gender; Mathematical competencies",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150174140&doi=10.1186%2fs40594-023-00407-w&partnerID=40&md5=54b05080d0181c9ead8c20c45ab602cd","Background: The growing necessity of providing better education, notably through the development of Adaptive Learning Systems (ALSs), leveraged the study of several psychological constructs to accurately characterize learners. A concept extensively studied in education is engagement, a multidimensional construct encompassing behavioral expression and motivational backgrounds. This metric can be used to not only guide certain pedagogic methodologies, but also to endow systems with the right tutoring techniques. As such, this article aims to inspire improved teaching styles and automatic learning systems, by experimentally verifying the influence of in-class behaviors in students’ engagement. Results: Over 16 math lessons, the occurrence of students’ and instructors’ behaviors, alongside students’ engagement estimates, were recorded using the COPUS observation protocol. After behavior-profiling the classes deploying such lessons, significant linear models were computed to relate the frequency of the students’ or instructors’ behaviors with the students’ engagement at different in-class periods. The models revealed a positive relation of students’ initial individual thinking and later group activity participation with their collective engagement, as well as a positive engagement relation with the later application of instructor’s strategies such as giving feedback and moving through class, guiding on-going work. Conclusions: The results suggest the benefit of applying a workshop-like learning process, providing more individual explanations and feedback at the beginning of an interaction, leaving collective feedback and students’ guidance of on-going work for later on. Based on the relations suggested by our models, several guidelines for developing ALSs are proposed, and a practical illustrative example is formulated. © 2023, The Author(s).","Adaptive Learning Systems; Behavioral engagement; COPUS Protocol; STEM Education",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150139626&doi=10.1186%2fs13018-023-03658-z&partnerID=40&md5=edd036c897e236fa2b1b86ea24fb1969","Background: The disruption of chondrocyte proliferation and differentiation is a critical event during the process of joint injury in osteoarthritis (OA). P-15 peptides could bind to integrin receptors on various precursor cells, promote cell adhesion, release growth factors, and promote the differentiation of osteoblast precursor cells. However, the role of P-15 in OA, particularly in chondrocyte proliferation, is not fully understood. Methods: The activity of SFPQ and RUNX2 in the bone tissue of patients with osteoarthritis was analyzed using quantitative real-time polymerase chain reaction (qRT-PCR). Interleukin-1β (IL-1β) inducer was performed to establish an in vitro model of OA. Cell proliferation was measured by CCK-8 assay. The expressions of COL2a1, ACAN, COMP, SOX9, and BMP2 related to cartilage differentiation were detected using qRT-PCR. In addition, the expression levels of SFPQ, AKT, p-AKT, and RUNX2 were detected using Western blotting. Results: The results showed that the expression of SFPQ was significantly decreased and the expression of RUNX2 was significantly increased in osteoarthritis cartilage tissue. P-15 peptide reversed IL-1β-induced cell proliferation obstruction and alleviated chondrocyte damage. Furthermore, P-15 polypeptide increased the expression levels of cartilage differentiation genes COL2a1, ACAN, and BMP2, while decreasing the expression of COMP and SOX9 in an inverse dose-dependent manner. Then specific interfering RNA proved that P-15 maintains chondrocyte stability and is associated with the SFPQ gene. Finally, we confirmed that P-15 inhibited the Akt-RUNX2 pathway, which is regulated in the expression of SFPQ. Conclusions: P-15 can mitigate chondrocyte damage and osteoarthritis progression by inhibiting cell death and modulating SFPQ-Akt-RUNX2 pathway, offering an opportunity to develop new strategies for the treatment of osteoarthritis. © 2023, The Author(s).","Akt-RUNX2 axis; Chondrocytes; P-15 peptide; Proliferation; SFPQ","interleukin 1beta; protein kinase B; RUNX2 protein, human; transcription factor RUNX2; apoptosis; cell proliferation; chondrocyte; genetics; human; metabolism; osteoarthritis; Apoptosis; Cell Proliferation; Chondrocytes; Core Binding Factor Alpha 1 Subunit; Humans; Interleukin-1beta; Osteoarthritis; Proto-Oncogene Proteins c-akt"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149943772&doi=10.1186%2fs40594-023-00409-8&partnerID=40&md5=8e0be0cc9f640763b775929f9b90cad1","Background: Blended mathematical sensemaking in science (“Math-Sci sensemaking”) involves deep conceptual understanding of quantitative relationships describing scientific phenomena and has been studied in various disciplines. However, no unified characterization of blended Math-Sci sensemaking exists. Results: We developed a theoretical cognitive model for blended Math-Sci sensemaking grounded in prior work. The model contains three broad levels representing increasingly sophisticated ways of engaging in blended Math-Sci sensemaking: (1) developing qualitative relationships among relevant variables in mathematical equations describing a phenomenon (“qualitative level”); (2) developing mathematical relationships among these variables (“quantitative level”); and (3) explaining how the mathematical operations used in the formula relate to the phenomenon (“conceptual level”). Each level contains three sublevels. We used PhET simulations to design dynamic assessment scenarios in various disciplines to test the model. We used these assessments to interview undergraduate students with a wide range of Math skills. Interview analysis provided validity evidence for the categories and preliminary evidence for the ordering of the categories comprising the cognitive model. It also revealed that students tend to perform at the same level across different disciplinary contexts, suggesting that blended Math-Sci sensemaking is a distinct cognitive construct, independent of specific disciplinary context. Conclusion: This paper presents a first-ever published validated cognitive model describing proficiency in blended Math-Sci sensemaking which can guide instruction, curriculum, and assessment development. © 2023, The Author(s).","Blended sensemaking; Cognitive framework; Math sensemaking; Science sensemaking; Validity",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149678248&doi=10.1186%2fs12887-023-03920-7&partnerID=40&md5=34ea1b7f86d89e217e31be9906d13fe9","Background: Neurofibromatosis type 1 and pseudoachondroplasia are both rare autosomal dominant disorders, caused by pathogenic mutations in NF1 and COMP genes, respectively. Both neurofibromin 1 and cartilage oligomeric matrix protein (COMP) play a role in the development of the skeleton. Carrying both germline mutations has not been previously reported; however, it can affect the developing phenotype. Case presentation: The index patient, an 8-year-old female presented with several skeletal and dermatologic anomalies resembling the coexistence of multiple syndromes. Her mother had dermatologic symptoms characteristic for neurofibromatosis type 1, and her father presented with distinct skeletal anomalies. NGS-based analysis revealed a heterozygous pathogenic mutation in genes NF1 and COMP in the index patient. A previously unreported heterozygous variant was detected for the NF1 gene. The sequencing of the COMP gene revealed a previously reported, pathogenic heterozygous variant that is responsible for the development of the pseudoachondroplasia phenotype. Conclusions: Here, we present the case of a young female carrying pathogenic NF1 and COMP mutations, diagnosed with two distinct heritable disorders, neurofibromatosis type 1 and pseudoachondroplasia. The coincidence of two monogenic autosomal dominant disorders is rare and can pose a differential diagnostic challenge. To the best of our knowledge, this is the first reported co-occurrence of these syndromes. © 2023, The Author(s).","Cartilage oligomeric matrix protein; Case report; Neurofibromatosis 1; Neurofibromin 1; Pseudoachondroplasia","cartilage oligomeric matrix protein; neurofibromin; Article; autosomal dominant disorder; bone disease; bone malformation; case report; child; clinical article; clinical feature; comorbidity; COMP gene; family history; father; female; genotype phenotype correlation; germline mutation; heterozygote; high throughput sequencing; human; molecular pathology; mother; neurofibromatosis type 1; NF1 gene; pseudoachondroplasia; Sanger sequencing; school child; skin disease; achondroplasia; complication; genetics; mutation; neurofibromatosis type 1; phenotype; Achondroplasia; Female; Humans; Mutation; Neurofibromatosis 1; Phenotype"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149572573&doi=10.1007%2fs13278-023-01037-4&partnerID=40&md5=0ecf109532321cb1251aa897c24006af","Current network inference algorithms fail to generate graphs with edges that can explain whole sequences of node interactions in a given dataset or trace. To quantify how well an inferred graph can explain a trace, we introduce feasibility, a novel quality criterion, and suggest that it is linked to the result’s accuracy. In addition, we propose CEM-*, a network inference method that guarantees 100% feasibility given online social media traces, which are a non-trivial extension of the Expectation-Maximization algorithm developed by Newman (Nature Phys 14:67–75, 2018). We propose a set of linear optimization updates that incorporate a set of auxiliary variables and a set of feasibility constraints; the latter takes into consideration all the hidden paths that are possible between users based on their timestamps of interaction and guides the inference toward feasibility. We provide two CEM-* variations, that assume either an Erdős–Rényi (ER) or a Stochastic Block Model (SBM) prior for the underlying graph’s unknown distribution. Extensive experiments on one synthetic and one real-world Twitter dataset show that for both priors CEM-* can generate a posterior distribution of graphs that explains the whole trace while being closer to the ground truth. As an additional benefit, the use of the SBM prior infers and clusters users simultaneously during optimization. CEM-* outperforms baseline and state-of-the-art methods in terms of feasibility, run-time, and precision of the inferred graph and communities. Finally, we propose a heuristic to adapt the inference to lower feasibility requirements and show how it can affect the precision of the result. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature.","Expectation maximization; Network inference; Network reconstruction; Online social networks; Stochastic block model","Computational electromagnetics; Graphic methods; Image segmentation; Inference engines; Linear programming; Maximum principle; Stochastic models; Stochastic systems; 'current; Expectation Maximization; Inference algorithm; Network inference; Network reconstruction; Online users; Quality criteria; Social graphs; Stochastic block models; User interaction; Social networking (online)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149538857&doi=10.1038%2fs41598-023-29051-8&partnerID=40&md5=e83dd4179173f4a82eef18371a0b0e18","Biofluorescence occurs when a living organism absorbs high energy light and reemits it at longer wavelengths. Many species within clades of vertebrates are known to fluoresce including mammals, reptiles, birds, and fish. Most, if not all, amphibians exhibit biofluorescence when exposed to either blue (440–460 nm) or ultra-violet (360–380 nm) wavelengths of light. Salamanders (Lissamphibia: Caudata) appear to consistently fluoresce in green wavelengths (520–560 nm) when excited by blue light. Biofluorescence is theorized to have many ecological functions including mate signaling, camouflage, and mimicry. Despite the discovery of their biofluorescence, its role in salamander ecology and behavior remains unresolved. In this study we present the first case of biofluorescent sexual dimorphism within Amphibia and the first documentation of the biofluorescent pattern of a salamander within the Plethodon jordani species complex. This sexually dimorphic trait was discovered in the southern Appalachian endemic species, Southern Gray-Cheeked Salamander (Plethodon metcalfi, Brimley in Proc Biol Soc Wash 25:135–140, 1912), and may extend into other species within the Plethodon jordani and Plethodon glutinosus species complexes. We propose that this sexually dimorphic trait could be related to fluorescence of ventral modified granular glands used in plethodontid chemosensory communication. © 2023, The Author(s).",,"Amphibia; animal experiment; article; blue light; documentation; ecology; endemic species; fluorescence; nonhuman; Plethodon; salamander; sex difference; signal transduction; species complex; animal; Caelifera; case report; Caudata; cheek; interpersonal communication; mammal; sexual characteristics; United States; Animals; Appalachian Region; Cheek; Communication; Grasshoppers; Mammals; Sex Characteristics; Urodela"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149506152&doi=10.1038%2fs41598-023-30569-0&partnerID=40&md5=23dd5db5b79b2a56d88331eb347e4d90","Spatial hearing remains one of the major challenges for bilateral cochlear implant (biCI) users, and early deaf patients in particular are often completely insensitive to interaural time differences (ITDs) delivered through biCIs. One popular hypothesis is that this may be due to a lack of early binaural experience. However, we have recently shown that neonatally deafened rats fitted with biCIs in adulthood quickly learn to discriminate ITDs as well as their normal hearing litter mates, and perform an order of magnitude better than human biCI users. Our unique behaving biCI rat model allows us to investigate other possible limiting factors of prosthetic binaural hearing, such as the effect of stimulus pulse rate and envelope shape. Previous work has indicated that ITD sensitivity may decline substantially at the high pulse rates often used in clinical practice. We therefore measured behavioral ITD thresholds in neonatally deafened, adult implanted biCI rats to pulse trains of 50, 300, 900 and 1800 pulses per second (pps), with either rectangular or Hanning window envelopes. Our rats exhibited very high sensitivity to ITDs at pulse rates up to 900 pps for both envelope shapes, similar to those in common clinical use. However, ITD sensitivity declined to near zero at 1800 pps, for both Hanning and rectangular windowed pulse trains. Current clinical cochlear implant (CI) processors are often set to pulse rates ≥ 900 pps, but ITD sensitivity in human CI listeners has been reported to decline sharply above ~ 300 pps. Our results suggest that the relatively poor ITD sensitivity seen at > 300 pps in human CI users may not reflect the hard upper limit of biCI ITD performance in the mammalian auditory pathway. Perhaps with training or better CI strategies good binaural hearing may be achievable at pulse rates high enough to allow good sampling of speech envelopes while delivering usable ITDs. © 2023, The Author(s).",,"adult; animal; auditory nervous system; cochlea prosthesis; cochlear implantation; heart rate; human; mammal; rat; tachycardia; Adult; Animals; Auditory Pathways; Cochlear Implantation; Cochlear Implants; Heart Rate; Humans; Mammals; Rats; Tachycardia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149047691&doi=10.1186%2fs13661-023-01699-1&partnerID=40&md5=9e10ec1207eddf78fda5b90f5c0bc882","In this paper we study the von Karman plate model with long range memory. By using the assumptions on the relaxation function due to Tatar (J. Math. Phys. 52:013502, 2011), we show an arbitrary rate of decay, which is not necessarily of an exponential or polynomial decay. Our result is obtained without imposing the usual relation between the relaxation function h and its derivative. © 2023, The Author(s).","Decay rate; Memory dissipation; von Karman system",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148695134&doi=10.1186%2fs42774-022-00136-8&partnerID=40&md5=091e26ff01883ef7975fefd5c57837a8","Turbulence drag reduction is of great significance for the range increase of hypersonic flight vehicles. The proposed velocity-temperature coupling control method (Liu et al, Phys Rev Fluids 6:044603, 2021) is further extended to the hypersonic turbulent boundary layer. Direct numerical simulation results of four comparative cases show that the heated wall blowing achieves a drag reduction rate of 10.58%, which is about the sum of wall blowing (5.27%) and wall heating (6.35%). By evaluating the control efficiency, however, it is found that heated wall blowing is not as good as wall blowing and cannot obtain net energy saving rate. The modified FIK decompositions of skin friction coefficient indicate that the cliffy decrease of the mean convection term is the primary contribution for the drag reduction. Effects of the proposed control measure on turbulence statistics and coherent structures are also analyzed. Streamwise vortex is found to be away from the wall, thus leading to a lower friction drag. © 2023, The Author(s).","Direct numerical simulations; Hypersonic turbulent boundary layer; Turbulence drag reduction; Turbulence statistics; Turbulence structures; Velocity-temperature coupled control","Atmospheric thermodynamics; Boundary layer flow; Direct numerical simulation; Drag reduction; Energy conservation; Friction; Hypersonic aerodynamics; Hypersonic boundary layers; Hypersonic flow; Numerical models; Turbulent flow; Coupled controls; Direct-numerical-simulation; Drag reduction mechanism; Heated wall; Hypersonic turbulent boundary layer; Turbulence drag reduction; Turbulence statistics; Turbulence structures; Turbulent boundary layers; Velocity-temperature coupled control; Turbulence"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148549083&doi=10.1038%2fs41467-023-36536-7&partnerID=40&md5=69d38fd24aa150530a76f2a5177d88f6","In principle, temporal fluctuations in the potential for sexual selection can be estimated as changes in intrasexual variance in reproductive success (i.e. the opportunity for selection). However, we know little about how opportunity measures vary over time, and the extent to which such dynamics are affected by stochasticity. We use published mating data from multiple species to investigate temporal variation in the opportunity for sexual selection. First, we show that the opportunity for precopulatory sexual selection typically declines over successive days in both sexes and shorter sampling periods lead to substantial overestimates. Second, by utilising randomised null models, we also find that these dynamics are largely explained by an accumulation of random matings, but that intrasexual competition may slow temporal declines. Third, using data from a red junglefowl (Gallus gallus) population, we show that declines in precopulatory measures over a breeding period were mirrored by declines in the opportunity for both postcopulatory and total sexual selection. Collectively, we show that variance-based metrics of selection change rapidly, are highly sensitive to sampling durations, and likely lead to substantial misinterpretation if used as indicators of sexual selection. However, simulations can begin to disentangle stochastic variation from biological mechanisms. © 2023, The Author(s).",,"copulation; intrasexual interaction; mating behavior; reproductive success; sexual selection; temporal variation; article; breeding; competition; controlled study; female; Gallus gallus; male; mating; nonhuman; randomized controlled trial; sexual selection; simulation; stochastic model; animal; mate choice; reproduction; sexual behavior; Animals; Chickens; Female; Male; Mating Preference, Animal; Reproduction; Sexual Behavior, Animal; Sexual Selection"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148114447&doi=10.1038%2fs41598-023-29427-w&partnerID=40&md5=26d9aff4dc7e5c6eae2815c0ed5ff3c0","Sustained attention is a critical cognitive ability that improves over the course of development and predicts important real-world outcomes, such as academic achievement. However, the majority of work demonstrating links between sustained attention and academic skills has been conducted in lab-based settings that lack the ecological validity of a more naturalistic environment, like school. Further, most studies focus on targeted academic measures of specific sub-skills and have not fully examined whether this relationship generalizes to broad measures of academic achievement that are used for important, real-world, academic advancement decisions, such as standardized test scores. To address this gap, we examined the role of sustained attention in predicting targeted and broad assessments of academic abilities, where all skills were assessed in group-based environments in schools. In a sample of over 700 students aged 9–14, we showed that attention was positively related to performance on targeted assessments (math fluency and reading comprehension), as well as broad academic measures (statewide standardized test scores). Moreover, we found that attention was more predictive of targeted math sub-skills compared to assessments of broad math abilities, but was equally predictive of reading for both types of measures. Our findings add to our understanding of how sustained attention is linked to academic skills assessed in more ‘real-world’, naturalistic school environments and have important implications for designing tools to support student’s academic success. © 2023, The Author(s).",,"academic success; article; attention; child; female; human; human experiment; major clinical study; male; reading; school child; skill; academic success; attention; cognition; educational status; psychology; student; Academic Success; Attention; Child; Cognition; Educational Status; Humans; Reading; Students"
